"orf19"	"feature"	"common"	"description"	"plate"	"position"	"A_Temp1_UP"	"A_Temp1_DN"	"B_Temp1_UP"	"B_Temp1_DN"	"C_Temp1_UP"	"C_Temp1_DN"	"A_Temp2_UP"	"A_Temp2_DN"	"B_Temp2_UP"	"B_Temp2_DN"	"C_Temp2_UP"	"C_Temp2_DN"	"A_Temp1_DOX_UP"	"A_Temp1_DOX_DN"	"B_Temp1_DOX_UP"	"B_Temp1_DOX_DN"	"C_Temp1_DOX_UP"	"C_Temp1_DOX_DN"	"A_Temp2_DOX_UP"	"A_Temp2_DOX_DN"	"B_Temp2_DOX_UP"	"B_Temp2_DOX_DN"	"C_Temp2_DOX_UP"	"C_Temp2_DOX_DN"	"A_YNB1_UP"	"A_YNB1_DN"	"B_YNB1_UP"	"B_YNB1_DN"	"C_YNB1_UP"	"C_YNB1_DN"	"A_YNB1_DOX_UP"	"A_YNB1_DOX_DN"	"B_YNB1_DOX_UP"	"B_YNB1_DOX_DN"	"C_YNB1_DOX_UP"	"C_YNB1_DOX_DN"	"A_YNB2_UP"	"A_YNB2_DN"	"B_YNB2_UP"	"B_YNB2_DN"	"C_YNB2_UP"	"C_YNB2_DN"	"A_YNB2_DOX_UP"	"A_YNB2_DOX_DN"	"B_YNB2_DOX_UP"	"B_YNB2_DOX_DN"	"C_YNB2_DOX_UP"	"C_YNB2_DOX_DN"	"A_YNB3_UP"	"A_YNB3_DN"	"B_YNB3_UP"	"B_YNB3_DN"	"C_YNB3_UP"	"C_YNB3_DN"	"A_YNB3_DOX_UP"	"A_YNB3_DOX_DN"	"B_YNB3_DOX_UP"	"B_YNB3_DOX_DN"	"C_YNB3_DOX_UP"	"C_YNB3_DOX_DN"	"A_YNB4_UP"	"A_YNB4_DN"	"B_YNB4_UP"	"B_YNB4_DN"	"C_YNB4_UP"	"C_YNB4_DN"	"A_YNB4_DOX_UP"	"A_YNB4_DOX_DN"	"B_YNB4_DOX_UP"	"B_YNB4_DOX_DN"	"C_YNB4_DOX_UP"	"C_YNB4_DOX_DN"	"A_YNB5_UP"	"A_YNB5_DN"	"B_YNB5_UP"	"B_YNB5_DN"	"C_YNB5_UP"	"C_YNB5_DN"	"A_YNB5_DOX_UP"	"A_YNB5_DOX_DN"	"B_YNB5_DOX_UP"	"B_YNB5_DOX_DN"	"C_YNB5_DOX_UP"	"C_YNB5_DOX_DN"
"orf19.3291"	"C1_01030W_A"	"HMT1"	"Major type I protein arginine methyltransferase (PRMT); involved in asymmetric dimethylation of arginine residues; involved in nuclear export of Npl3p; Spider biofilm repressed"	"GELCPlate 05"	"F10"	1826	1166	1482	957	2215	1485	589	608	831	738	1084	604	2368	1496	3879	4046	3079	2414	2704	2017	2921	1961	3141	2214	2061	959	1850	604	1536	738	2932	1374	3817	1605	4225	2318	1954	901	1238	770	1843	1093	2726	1197	2887	1199	2348	1569	2337	1368	2320	1286	1640	1281	2890	1942	2456	1648	2632	1994	1832	1068	1982	1088	2125	1389	1974	1270	2481	1664	2802	2008	2462	1787	1960	1342	1262	1499	2796	1358	3185	1832	3140	2397
"orf19.3292"	"C1_01040W_A"	"MXR2"	"Ortholog(s) have peptide-methionine (R)-S-oxide reductase activity, role in cellular response to oxidative stress and mitochondrion localization"	"Plate 07"	"E07"	0	1168	0	504	0	1528	0	869	0	1075	0	1007	0	970	0	1058	0	1830	0	1077	0	1092	0	654	0	427	0	411	0	566	0	697	0	799	0	1178	0	466	0	733	0	427	0	525	0	607	0	940	0	283	0	480	0	937	0	804	0	911	0	919	0	420	0	625	0	1030	0	1644	0	838	0	948	0	1149	0	883	0	986	0	887	0	1066	0	967
"orf19.3295"	"C1_01070C_A"	""	"Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization"	"GELCPlate 02"	"B01"	219	166	1052	940	480	445	158	275	445	468	705	441	0	2	0	0	0	0	0	0	0	1	1	0	532	293	916	386	685	390	0	0	10	2	0	0	900	482	954	823	709	450	0	1	0	0	4	0	1173	761	643	530	683	718	1	2	0	0	0	1	744	573	991	603	670	492	0	0	2	0	1	0	932	931	832	611	951	746	8	3	1	0	19	0
"orf19.3296"	"C1_01080W_A"	""	"Ortholog of C. dubliniensis CD36 : Cd36_01020, C. parapsilosis CDC317 : CPAR2_110130, Candida tenuis NRRL Y-1498 : CANTEDRAFT_93515 and Debaryomyces hansenii CBS767 : DEHA2D14542g"	"GELCPlate 08"	"D12"	674	805	853	954	1607	1272	489	1061	748	1001	887	693	1299	1095	985	1435	1575	1806	947	912	769	912	847	983	794	479	1337	749	877	502	1283	880	1737	1061	1420	1226	1066	716	891	904	1110	728	1584	1135	1137	720	1162	1114	994	993	1516	1347	1105	1363	1535	1487	1328	1088	1145	1381	1203	979	1507	1208	805	693	1070	1103	765	843	1280	1329	1463	1634	1103	1152	1708	1618	1213	825	1572	1299	1616	1724
"orf19.3298"	"C1_01100W_A"	"CCH1"	"Voltage-gated Ca2+ channel of the high affinity calcium uptake system; roles in thigmotropism, establishment of galvanotropism; transcript regulated by Nrg1 and Mig1; flow model biofilm repressed"	"Plate 16"	"G07"	1217	1315	2676	2601	1159	1054	945	1431	901	1122	646	602	1585	1603	826	1414	954	1223	1184	1325	472	621	639	854	1243	839	966	573	1161	850	914	537	1338	965	1383	1065	1219	931	1091	1200	643	542	855	762	1012	743	1062	1049	1189	980	914	900	866	997	643	661	895	802	730	900	846	808	796	668	793	747	519	579	935	1085	875	986	928	766	737	848	1078	927	849	658	1211	1116	1246	1304
"orf19.3302"	"C1_01140C_A"	""	"Putative type-1 protein phosphatase targeting subunit; transcript repressed by yeast-hyphal switch; transcript induced by Mnl1p under weak acid stress; flow model biofilm induced"	"Plate 12"	"G07"	671	789	832	925	1988	2076	563	937	555	789	290	341	852	924	977	1635	1055	1395	499	632	728	959	780	1140	665	567	1271	788	746	613	1002	930	1160	885	844	771	671	557	750	868	476	450	915	862	1014	773	1111	1303	959	968	638	626	510	659	1072	1080	733	855	699	869	562	681	809	821	361	449	679	752	720	980	1054	1329	667	909	1064	1217	894	1136	1036	957	875	893	931	1144
"orf19.3307"	"C1_01190C_A"	"FMO1"	"Flavin-containing monooxygenase; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins; Spider biofilm repressed"	"Plate 16"	"G08"	2827	2146	5498	3559	2229	1444	1186	1185	1309	1319	2077	1474	3385	2089	2940	2877	2701	2370	1992	1523	1702	1227	1565	1237	2272	1126	1943	642	1451	743	2976	1557	2443	1211	2782	1777	1860	1038	1633	1271	1796	1142	2241	1233	2231	1186	2322	1729	2620	1767	2340	1636	1820	1477	2439	1822	2001	1512	1911	1722	2329	1698	1897	1135	1697	1289	2174	1658	2207	1858	2543	2240	3353	2222	2125	1429	2626	1990	2495	1222	1822	1315	2259	1744
"orf19.3308"	"C1_01200W_A"	"STB5"	"Putative transcription factor with zinc cluster DNA-binding motif; has similarity to S. cerevisiae Stb5p; Hap43p-repressed gene"	"Plate 24"	"G04"	1699	0	1100	0	1456	0	1023	0	693	0	1378	0	1281	0	957	0	647	0	1264	0	837	0	1390	0	1349	0	1614	0	1684	0	1624	0	1970	0	2338	0	1324	0	556	0	1179	0	876	0	977	0	1424	0	1293	0	897	0	848	0	744	0	1063	0	1157	0	668	0	1395	0	539	0	715	0	1015	0	1460	0	2231	0	1309	0	1230	0	1492	0	1811	0	1319	0
"orf19.3315"	"C1_01270W_A"	""	"Protein required for normal filamentous growth; induced during the mating process; mRNA binds She3; activates transcription in 1-hybrid assay in S. cerevisiae"	"GELCPlate 05"	"F11"	490	909	131	251	356	602	177	458	267	489	119	154	527	782	350	889	480	1023	599	1102	323	404	227	482	440	437	776	635	662	672	891	867	1010	890	1018	1136	532	541	222	397	705	799	1172	1201	882	899	483	764	421	567	525	765	268	473	771	981	807	1049	647	1008	550	709	544	602	325	440	706	1050	811	1287	814	1188	696	964	672	801	526	817	956	1090	1173	1567	941	1484
"orf19.3319"	"C1_01300W_A"	""	"Putative thioredoxin; Spider biofilm repressed"	"Plate 24"	"A07"	203	4682	273	2874	215	3014	167	2094	198	2157	224	2827	139	2343	145	5271	125	2881	122	2099	149	2760	105	3698	87	1053	191	1219	162	1983	175	2223	207	1691	238	2454	123	1323	136	1980	147	1379	349	2074	198	1397	248	2200	185	1276	194	1511	114	1852	322	2746	401	3120	139	1843	99	1475	204	1681	166	1671	211	2064	101	1626	224	1963	113	2030	241	2894	173	1990	192	1762	321	2418	220	2743
"orf19.3321"	"C1_01320W_A"	"YLH47"	"Member of the LETM1-like protein family, mitochondrial membrane protein"	"Plate 23"	"C05"	442	359	307	252	337	218	187	155	180	190	290	235	84	60	29	22	55	88	29	41	65	41	16	17	484	243	615	265	520	255	500	254	236	89	404	169	651	289	451	394	547	311	271	192	297	131	260	147	620	368	711	415	472	355	187	145	214	148	143	153	360	263	363	212	406	292	121	98	235	216	502	471	965	726	624	417	629	446	372	204	492	246	250	159
"orf19.3324"	"C1_01350C_A"	"TIF2"	"Translation initiation factor; upregulated in highly virulent strain compared to less virulent strain; antigenic in human; flucytosine induced; downregulated upon phagocytosis by macrophages; Spider biofilm repressed"	"Plate 16"	"B02"	295	341	278	381	390	468	248	586	450	646	384	324	2	5	1	1	2	5	2	0	0	3	2	0	417	312	655	446	749	513	2	4	1	5	1	0	755	532	561	788	499	436	3	0	3	3	3	4	426	419	856	672	822	1107	2	4	2	2	7	2	407	428	710	551	536	631	0	1	1	6	9	7	683	807	668	688	719	787	2	4	6	2	2	0
"orf19.3325"	"C1_01360C_A"	"GLG2"	"Putative glycogen synthesis initiator; regulated by Efg1 and Efh1; Hog1-repressed; colony morphology-related gene regulation by Ssn6; induced by prostaglandins; flow model biofilm induced"	"Plate 06"	"G01"	1086	0	1073	0	1208	0	440	0	841	0	1335	0	857	0	840	0	1827	0	724	0	715	0	1001	0	1253	0	1014	0	870	0	1006	0	1748	0	1424	0	1320	0	578	0	1017	0	1139	0	1357	0	1125	0	967	0	990	0	629	0	1175	0	1145	0	1064	0	916	0	1196	0	856	0	1105	0	1074	0	1054	0	1212	0	1268	0	1479	0	1813	0	1828	0	1050	0
"orf19.3327"	"C1_01380C_A"	"TRM2"	"Putative tRNA methyltransferase; repressed by prostaglandins; Spider biofilm induced"	"Plate 25"	"A12"	0	0	8	19	69	59	0	0	0	0	0	0	2	10	0	0	21	22	38	43	8	14	0	0	35	19	2	2	14	6	36	45	35	18	68	106	30	13	5	1	6	0	6	8	1	0	104	69	6	12	2	4	0	0	37	31	11	9	16	18	0	0	14	9	47	35	30	45	12	5	65	78	92	106	0	1	0	4	53	12	55	47	43	29
"orf19.3329"	"C1_01400C_A"	"LCB3"	"Ortholog(s) have sphingosine-1-phosphate phosphatase activity, role in calcium-mediated signaling and endoplasmic reticulum localization"	"Plate 22"	"F05"	0	0	110	60	493	328	10	6	31	21	64	38	183	81	368	427	148	115	523	412	159	174	302	345	77	52	61	19	62	51	216	84	117	77	162	131	46	19	40	17	44	39	63	21	80	54	37	32	132	101	4	3	25	31	98	86	127	114	197	151	58	64	62	43	144	112	95	58	92	88	104	90	84	51	159	181	111	87	178	122	116	81	146	157
"orf19.3330"	"C1_01420C_A"	"RHO4"	"Predicted GTPase of RHO family; CAAX motif geranylgeranylated; expression in S. cerevisiae causes dominant-negative inhibition of pheromone response"	"Plate 06"	"F12"	658	705	1762	1459	1537	1402	717	904	824	919	1289	1126	1192	1087	664	975	1361	1448	799	891	1183	1092	1109	1019	1711	855	988	380	789	379	1739	767	1317	603	1350	756	897	554	719	590	893	662	893	503	1016	663	1019	859	1130	903	465	387	560	559	904	916	875	752	534	557	785	595	1026	659	887	664	1109	699	1083	910	914	884	1375	941	919	595	795	645	1516	796	1572	1034	1457	1189
"orf19.3335"	"C1_01490W_A"	""	"Plasma membrane protein of unknown function; colony morphology-related gene regulation by Ssn6; repressed by nitric oxide"	"GELCPlate 02"	"B03"	1838	2011	586	841	1466	1415	638	1260	749	910	1192	1025	1508	1604	1537	2545	1176	1457	1047	1316	1556	1969	1125	1318	1310	964	2093	1307	1142	853	1447	1237	1515	1024	1521	1358	811	569	784	901	1152	979	1100	765	924	679	1251	1380	1414	1413	1017	912	856	1268	1998	1953	1754	1791	810	1006	841	853	770	706	762	767	1097	1430	1481	1953	1135	1513	1340	1626	968	889	1457	1554	1337	1014	1330	1222	1215	1585
"orf19.3340"	"C1_01520C_A"	"SOD2"	"Mitochondrial Mn-containing superoxide dismutase; protection against oxidative stress; homotetramer active; N-terminal 34 amino acids removed on mitochondrial import; H2O2-induced via Cap1p; Hap43p-, alkaline-downregulated, farnesol-induced"	"Plate 06"	"D05"	946	868	803	602	1514	1194	397	488	742	911	770	597	920	737	365	468	782	746	454	404	249	196	370	346	1247	771	926	423	1251	697	386	281	873	524	510	337	1336	847	615	599	1480	1111	448	342	374	233	692	583	726	605	1126	880	1113	1080	541	406	805	672	401	363	1148	842	1568	1029	929	667	691	501	449	367	541	503	1444	1271	1550	1174	1003	753	872	528	1203	904	1218	1006
"orf19.3345"	"C1_01560W_A"	"SIZ1"	"Possible SUMO/Smt3 ligase; Rim101-repressed"	"GELCPlate 04"	"E08"	667	610	257	146	38	23	269	369	165	174	103	110	1456	1048	907	1027	1474	1273	1059	1035	1863	1869	1083	1091	623	364	1345	537	759	344	1750	961	1508	784	1254	831	487	246	699	707	515	349	932	562	870	573	1265	1161	1590	1280	946	723	352	330	1173	1099	1294	1210	1020	1068	676	465	835	501	455	342	979	875	1573	1480	1461	1351	682	493	974	833	1039	802	1490	904	1486	1101	1994	1610
"orf19.3348"	"C1_01580W_A"	"MRPL23"	"Ortholog(s) have structural constituent of ribosome activity and fungal-type vacuole, mitochondrial large ribosomal subunit localization"	"Plate 13"	"C10"	1706	1869	2216	2169	2641	2441	726	1124	1475	2187	1930	2065	114	108	78	66	50	91	195	185	92	115	38	90	1284	920	1155	644	1608	1232	158	144	175	73	152	107	1163	985	1105	1347	817	737	112	97	165	141	140	98	1373	1267	1103	1078	807	1198	106	105	114	102	71	102	1137	1188	942	836	1005	1111	104	120	37	76	142	189	1620	1676	1513	1338	1741	2115	102	84	145	138	87	109
"orf19.3350"	"C1_01600W_A"	"MRP20"	"Component of mitochondrial ribosome; decreased expression in hyphae compared to yeast-form cells"	"GELCPlate 02"	"B04"	24	0	35	0	33	0	44	0	47	0	55	0	6	0	4	0	3	0	6	0	10	0	6	0	66	0	82	0	51	0	14	0	14	0	19	0	39	0	35	0	94	0	15	0	13	0	39	0	85	0	31	0	21	0	14	0	24	0	10	0	37	0	54	0	32	0	16	0	9	0	33	0	57	0	48	0	83	0	16	0	20	0	16	0
"orf19.3352"	"C1_01620C_A"	""	"Has domain(s) with predicted oxidoreductase activity and role in metabolic process"	"Plate 13"	"G09"	945	1039	2248	1972	1340	1267	899	1279	1542	2173	1830	1736	2191	2083	1660	2469	2058	2381	1789	2092	1065	1208	1749	2137	1645	1119	1513	755	2770	1993	2082	1450	2708	1535	2489	1990	1370	1032	1526	1644	2257	1905	1730	1365	2727	1929	2804	2979	1600	1529	1950	1759	1201	1241	2057	1986	1991	1927	2076	2590	1950	1746	1463	1212	1554	1555	2367	2702	1939	1996	2429	2803	2232	2103	2347	2259	2801	2902	2577	1765	2672	2174	2905	2987
"orf19.3353"	"C1_01630W_A"	""	"Protein similar to a mitochondrial complex I intermediate-associated protein; fluconazole-repressed; Spider biofilm induced; rat catheter biofilm repressed"	"GELCPlate 01"	"C03"	4	347	2	683	10	1269	2	640	4	599	1	253	3	710	1	579	2	804	1	264	0	205	2	1126	1	267	3	251	9	616	5	589	9	873	1	490	2	191	2	297	5	484	11	654	11	458	16	696	5	378	8	289	1	280	6	384	8	516	5	813	1	410	5	446	1	299	7	762	5	861	11	596	3	277	0	325	6	487	6	343	3	494	4	639
"orf19.3355"	"C1_01650W_A"	"ISN1"	"Putative inosine 5'-monophosphate 5'-nucleotidase; fungal-specific (no human or murine homolog)"	"Plate 13"	"C08"	2465	175	1788	142	2010	133	1007	102	923	104	1358	117	2492	130	1719	115	1961	160	1934	177	1335	116	1104	91	979	49	1537	48	2290	111	1749	89	2405	98	2242	119	1753	90	1135	105	1393	79	1459	86	1413	56	2491	199	1870	131	1558	85	2926	292	1711	129	1993	184	1834	186	881	89	1797	121	1587	110	1643	132	1096	89	1707	169	1955	163	1796	139	1824	135	1563	96	1747	136	2277	220
"orf19.3356"	"C1_01670C_A"	"ESP1"	"Putative caspase-like cysteine protease; mutation confers increased sensitivity to nocodazole; periodic mRNA expression, peak at cell-cycle S/G2 phase; mRNA binds She3"	"Plate 22"	"H10"	974	1406	1121	1500	907	1084	691	1162	731	1083	762	787	5	6	0	2	0	2	10	6	0	0	8	3	887	596	1091	597	1459	1008	2	0	0	1	1	0	688	615	970	1310	960	782	2	3	2	0	1	6	1106	1125	703	659	472	594	3	1	0	7	3	4	1572	1447	1168	990	646	625	0	2	1	4	2	2	1866	1940	1289	1038	1415	1480	3	3	0	0	0	1
"orf19.3357"	"C1_01680C_A"	"FYV4"	"Ortholog(s) have mitochondrion localization"	"GELCPlate 02"	"B05"	545	620	600	685	639	691	220	455	612	747	503	482	229	294	230	386	136	155	248	312	128	186	242	342	854	522	444	235	731	524	933	800	1064	747	1015	933	450	363	355	467	640	407	653	534	1225	876	787	800	810	834	522	429	574	797	844	979	656	670	596	728	730	876	679	556	633	530	564	748	750	956	1395	1553	509	668	723	807	798	908	616	462	868	790	678	723
"orf19.4551"	"C1_01740W_A"	"YAT1"	"Carnitine acetyl transferase; required for growth on nonfermentable carbon sources, not for hyphal growth or virulence in mice; induced in macrophage; macrophage/pseudohyphal-repressed after 16 hr; rat catheter, Spider biofilm induced"	"Plate 21"	"B03"	1091	1388	1589	1796	1414	1614	530	907	1067	1507	798	829	1337	1593	1377	2577	1006	1430	921	1192	599	829	957	1304	822	753	989	536	1129	896	1227	1115	1225	820	1185	975	827	698	577	696	699	660	716	653	905	760	963	995	1280	1265	849	815	815	1054	914	1153	913	991	1250	1588	1002	1266	1106	1041	744	821	740	930	775	811	1103	1485	1230	1560	1106	1117	1150	1395	1195	1090	1340	1452	1112	1461
"orf19.4550"	"C1_01750W_A"	"YCR023C"	"Predicted MFS membrane transporter, member of the drug:proton antiporter (12 spanner) (DHA1) family; flow model biofilm induced"	"GELCPlate 07"	"F12"	0	1114	0	973	0	1533	0	968	0	979	0	702	0	1210	0	1563	0	1686	0	956	0	883	0	1725	0	913	0	417	0	557	0	1185	0	1265	0	1050	0	447	0	1301	0	742	0	1014	0	947	0	1143	0	692	0	660	0	1153	0	1054	0	1100	0	937	0	501	0	502	0	448	0	1247	0	745	0	1158	0	1241	0	766	0	1191	0	731	0	1030	0	1539
"orf19.4548"	"C1_01770W_A"	"MAK32"	"Putative protein involved in the structural stability of L-A double-stranded RNA-containing particles; downregulated upon adherence to polystyrene"	"Plate 18"	"G05"	0	2514	0	3247	0	2644	0	2473	0	3034	0	1844	0	2872	0	4287	0	2382	0	2010	0	1689	0	3642	0	1132	0	919	0	886	0	1433	0	1375	0	1697	0	907	0	1299	0	742	0	1280	0	1103	0	1704	0	1042	0	1711	0	1266	0	1887	0	1921	0	1576	0	1353	0	1053	0	1314	0	1618	0	1515	0	2544	0	1682	0	1177	0	1663	0	1565	0	1856	0	2401
"orf19.4546"	"C1_01780C_A"	""	"Putative ion transporter; alkaline induced by Rim101; Plc1-regulated; caspofungin repressed; rat catheter and Spider biofilm induced"	"Plate 19"	"B09"	2389	2794	1807	2060	1622	1784	661	1368	1313	1688	1505	1207	1625	1489	1004	1480	1607	1963	1390	1283	1403	1413	1874	1895	1561	1185	1799	923	1685	1152	3153	2431	1855	978	1892	1683	1486	956	1325	1430	1112	789	2122	1703	1240	782	1791	1747	2076	1813	2550	1846	1249	1561	1629	1415	2053	1799	1488	1803	1755	1475	1879	1413	1245	1115	1376	1408	1877	1745	1680	1720	1506	2122	1677	1597	1088	1145	1866	1315	1468	1467	1687	1754
"orf19.4537"	"C1_01860W_A"	"DST1"	"Ortholog(s) have RNA polymerase II core binding, RNA polymerase II regulatory region DNA binding, transcription factor activity, core RNA polymerase II recruiting activity"	"GELCPlate 05"	"D06"	630	929	579	935	470	455	402	1123	344	740	805	1091	714	891	848	1497	671	1107	719	974	434	805	509	803	777	561	852	458	625	438	967	838	1203	853	1305	1284	729	632	471	579	531	490	549	533	761	691	779	1213	464	554	654	748	515	790	666	964	660	951	625	860	1008	1181	825	810	539	504	613	740	594	828	633	929	649	915	497	607	871	1133	760	810	967	1223	651	776
"orf19.4535"	"C1_01880C_A"	"PTR3"	"Protein similar to S. cerevisiae Ptr3p, which is a sensor of external amino acids; expression upregulated in an ssr1 null mutant"	"GELCPlate 01"	"A12"	0	1864	0	760	2	906	0	567	0	911	1	480	0	711	0	1235	0	688	2	1419	1	732	0	819	1	632	1	429	1	1198	1	783	0	863	1	783	1	529	1	699	2	694	1	760	0	717	0	1038	0	785	4	1083	1	978	1	1117	0	794	0	1058	0	610	0	850	0	535	3	1117	0	1007	0	1111	0	1491	0	1251	0	1427	0	856	0	1150	1	1208
"orf19.4534"	"C1_01890C_A"	"UBX7"	"Putative UBX-domain (ubiquitin-regulatory domain) protein; macrophage-downregulated gene"	"Plate 07"	"D11"	1444	1172	1668	1139	1637	1250	553	489	882	878	655	527	1513	1001	1230	1416	1074	921	1078	896	939	864	1037	845	1471	754	1423	614	959	656	1555	867	1999	988	1969	1225	868	455	877	739	761	534	1460	767	1195	606	1325	1040	1181	723	914	614	864	786	1146	933	1131	874	1203	1106	1216	985	1250	717	1095	954	1422	1041	2154	1688	1292	1063	1545	990	929	731	1270	1057	1473	793	1873	1172	1264	943
"orf19.4529"	"C1_01940C_A"	"SRP21"	"Ortholog of Srp21, signal recognition particle subunit, functions in protein targeting to the endoplasmic reticulum membrane; predicted adhesin-like protein; mutants are viable"	"GELCPlate 01"	"B01"	427	530	884	882	869	798	387	671	337	426	446	394	175	117	136	238	232	268	143	201	128	154	211	200	955	390	1085	362	680	322	250	145	309	165	428	293	349	206	465	367	552	290	198	109	213	131	210	192	374	403	833	764	600	739	147	118	237	216	243	279	697	637	664	375	555	372	124	112	128	131	265	254	846	646	930	696	873	810	216	129	202	159	132	178
"orf19.4528"	"C1_01950C_A"	"ENV10"	"Ortholog(s) have role in vacuolar protein processing and endoplasmic reticulum localization"	"Plate 03"	"D11"	1079	0	1179	0	1887	0	809	0	1560	0	1789	0	1866	0	1633	0	1564	0	856	0	941	0	1479	0	776	0	1743	0	1088	0	1765	0	1652	0	1554	0	1446	0	795	0	1330	0	1942	0	1253	0	2120	0	1272	0	1615	0	1152	0	1568	0	1234	0	1530	0	1240	0	1789	0	673	0	1132	0	1259	0	1399	0	1853	0	1034	0	1287	0	1550	0	2009	0	1929	0
"orf19.4526"	"C1_01990W_A"	"HSP30"	"Putative heat shock protein; fluconazole repressed; amphotericin B induced; Spider biofilm induced; rat catheter biofilm induced"	"Plate 06"	"G07"	1327	1857	2203	2513	1496	1893	310	637	726	1037	602	629	2370	2719	1106	2218	2182	3211	877	1209	1211	1760	1018	1522	1297	1185	804	396	1150	944	1289	1044	1512	1082	1627	1484	1392	1037	616	796	973	884	1048	903	1518	1138	1046	1291	733	720	980	1118	686	898	1321	1469	1319	1373	1504	1891	1111	1235	1400	1348	1067	1154	1005	1374	1247	1616	1605	2126	1888	2222	1355	1444	910	1055	1942	1677	1722	1853	1288	1569
"orf19.4525"	"C1_02000W_A"	"PER33"	"Ortholog(s) have endoplasmic reticulum, nuclear pore localization"	"Plate 04"	"D03"	768	1518	1725	2941	1840	3217	461	1427	790	1717	1099	1701	1227	2078	674	1702	1133	2407	687	1326	669	1446	1174	2480	808	895	1088	1108	1367	1498	1528	1730	1707	1795	1258	1677	724	753	584	1236	761	1016	1283	1615	866	1031	1208	2093	1196	1916	1159	1739	521	1129	1394	2311	1051	1730	862	1858	977	1671	953	1329	727	1046	758	1285	690	1413	969	1655	1202	1910	965	1642	957	1519	1045	1220	1268	1723	971	1540
"orf19.4524"	"C1_02010C_A"	""	"Predicted Zn(II)2Cys6 transcription factor; caspofungin induced; Hap43-repressed"	"Plate 12"	"E03"	2	1123	10	1073	1	387	0	863	3	929	1	440	2	892	1	688	2	1027	2	867	1	882	2	1121	2	585	1	402	2	279	2	827	7	683	1	753	2	698	1	658	4	634	2	808	1	912	3	1235	3	785	0	997	3	657	2	1171	3	909	1	746	1	746	7	623	0	392	0	584	1	621	3	1483	0	1370	0	511	1	700	2	673	4	713	2	708
"orf19.3669"	"C1_02120C_A"	"SKS1"	"Putative ser/thr kinase involved in glucose transport; Tn mutation affects filamentous growth; fluconazole-induced; ketoconazole-repressed; induced in by alpha pheromone in SpiderM; possibly essential; flow model biofilm induced"	"Plate 12"	"G10"	760	0	2139	0	1366	0	999	0	1602	0	1005	0	2263	0	1576	0	1086	0	1117	0	1245	0	1670	0	1969	0	994	0	1432	0	2220	0	2251	0	2014	0	1430	0	888	0	900	0	1445	0	1446	0	1652	0	1166	0	1464	0	571	0	1378	0	1701	0	1148	0	1238	0	1666	0	868	0	1640	0	1499	0	1905	0	2297	0	1731	0	1367	0	2143	0	1766	0	1703	0
"orf19.3670"	"C1_02130C_A"	"GAL1"	"Galactokinase; galactose, Mig1, Tup1, Hap43 regulated; fluconazole, ketoconazole-induced; stationary phase enriched protein; GlcNAc-induced protein; farnesol, hypoxia-repressed in biofilm; rat catheter and Spider biofilm induced"	"GELCPlate 05"	"F12"	1420	1609	947	997	594	493	448	545	869	1086	937	817	1341	1309	1070	1568	1100	1301	1015	1118	561	532	526	547	897	609	694	356	1335	904	1667	1197	1041	593	1068	835	465	269	626	623	706	556	865	609	706	490	913	889	710	595	827	636	541	465	974	925	1088	955	1107	1208	707	702	923	730	552	597	540	521	778	838	891	1063	1209	1046	1100	960	705	867	1051	863	1083	848	1061	1045
"orf19.3672"	"C1_02150W_A"	"GAL10"	"UDP-glucose 4-epimerase; galactose utilization; mutant has cell wall defects and increased filamentation; GlcNAc-, fluconazole- and ketoconazole-induced; stationary phase enriched protein; rat catheter and flow model biofilm induced"	"GELCPlate 07"	"E06"	957	1108	470	565	354	475	169	288	644	868	1052	984	1004	1031	530	892	1030	1286	832	926	611	689	909	1189	1317	1088	1110	620	733	619	1069	852	629	465	1308	1054	1136	768	475	604	762	683	1270	1155	1177	890	1008	1132	962	824	761	614	642	971	1519	1545	2035	1886	1067	1268	909	871	887	644	690	579	1310	1310	622	662	1935	2124	1492	1470	715	732	919	984	1169	899	1966	1619	1527	1622
"orf19.3679"	"C1_02220C_A"	"NNR1"	"Putative protein of unknown function; stationary phase enriched protein"	"Plate 23"	"G06"	1642	1755	2057	1850	2100	1876	895	1043	1871	2183	1331	1255	1595	1356	1810	2590	2980	3169	1139	1113	1206	1226	2083	2196	1954	1241	1107	535	2305	1581	1776	1385	1600	869	1740	1239	1049	669	862	880	1865	1477	1831	1184	1654	1194	1455	1331	1336	1105	1310	1080	1228	1068	1785	1590	2175	1866	1786	1728	894	803	1402	1124	828	866	1557	1413	1644	1542	1306	1452	1420	1090	1833	1579	988	898	1840	1283	1804	1524	1805	1727
