ID	Name	Genes	Length
100	GO:0000398 mRNA splicing, via spliceosome	orf19.1548;orf19.4374;orf19.4748;orf19.910;orf19.763;orf19.514;orf19.329;orf19.7375;orf19.1876;orf19.6356;orf19.6458.1;orf19.2400;orf19.3178;orf19.4659;orf19.672;orf19.7139;orf19.5391;orf19.1281;orf19.5885;orf19.2112;orf19.1260;orf19.4146;orf19.674;orf19.1045;orf19.444;orf19.7673;orf19.6740;orf19.2105;orf19.1491;orf19.5828;orf19.7265;orf19.6360;orf19.53;orf19.6831;orf19.6135.1;orf19.7620;orf19.5364;orf19.6866;orf19.387;orf19.2675;orf19.4875;orf19.4062;orf19.144;orf19.3945;orf19.3506;orf19.3774.1;orf19.3947;orf19.2230;orf19.2639.1;orf19.4964;orf19.1771;orf19.7256;orf19.4326;orf19.7509.2;orf19.7581;orf19.1975;orf19.4305.1;orf19.2261;orf19.5413;orf19.4855;orf19.6271;orf19.4205.1;orf19.5647;orf19.3666;orf19.5492;orf19.7238;orf19.3250;orf19.5541;orf19.4799	69
101	GO:0000409 regulation of transcription by galactose	orf19.5338;orf19.4722;orf19.736;orf19.7355;orf19.794;orf19.1451;orf19.3670;orf19.2315	8
102	GO:0000411 positive regulation of transcription by galactose	orf19.5338;orf19.4722;orf19.736;orf19.7355;orf19.794;orf19.1451;orf19.3670;orf19.2315	8
103	GO:0000413 protein peptidyl-prolyl isomerization	orf19.6472;orf19.6452;orf19.6990;orf19.7654;orf19.1552;orf19.2499;orf19.5196;orf19.7421	8
107	GO:0000423 mitophagy	orf19.3677;orf19.4839;orf19.2101;orf19.6550;orf19.3767	5
108	GO:0000425 pexophagy	orf19.7196;orf19.745;orf19.3412;orf19.1891;orf19.6634;orf19.3767	6
109	GO:0000429 carbon catabolite regulation of transcription from RNA polymerase II promoter	orf19.5338;orf19.517;orf19.4722;orf19.723;orf19.5148;orf19.2808;orf19.3136;orf19.2423;orf19.2277;orf19.1973;orf19.794;orf19.1451;orf19.1228;orf19.4318;orf19.6296;orf19.6109;orf19.1621;orf19.4145;orf19.7150;orf19.3942;orf19.5657;orf19.2752;orf19.5326;orf19.6102;orf19.203;orf19.5097;orf19.2315;orf19.795;orf19.7136;orf19.5871;orf19.5849;orf19.4488;orf19.7374	33
110	GO:0000430 regulation of transcription from RNA polymerase II promoter by glucose	orf19.5148;orf19.2277;orf19.4318;orf19.6296;orf19.6109;orf19.1621;orf19.7150;orf19.3942;orf19.5326;orf19.203;orf19.795;orf19.7136	12
111	GO:0000431 regulation of transcription from RNA polymerase II promoter by galactose	orf19.5338;orf19.4722;orf19.794;orf19.1451;orf19.2315	5
113	GO:0000433 carbon catabolite repression of transcription from RNA polymerase II promoter by glucose	orf19.5148;orf19.2277;orf19.4318;orf19.6296;orf19.6109;orf19.1621;orf19.7150;orf19.3942;orf19.5326;orf19.795;orf19.7136	11
114	GO:0000435 positive regulation of transcription from RNA polymerase II promoter by galactose	orf19.5338;orf19.4722;orf19.794;orf19.1451;orf19.2315	5
115	GO:0000436 carbon catabolite activation of transcription from RNA polymerase II promoter	orf19.5338;orf19.517;orf19.4722;orf19.723;orf19.2808;orf19.2423;orf19.1973;orf19.794;orf19.1451;orf19.1228;orf19.4145;orf19.5657;orf19.2752;orf19.6102;orf19.203;orf19.5097;orf19.2315;orf19.5871;orf19.5849;orf19.4488;orf19.7374	21
117	GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	orf19.7618;orf19.2330;orf19.3276;orf19.6400;orf19.1915;orf19.7422;orf19.5430;orf19.2326;orf19.7154;orf19.5776;orf19.6649;orf19.7197;orf19.2404;orf19.3756;orf19.329;orf19.6175;orf19.3809;orf19.801;orf19.6365;orf19.7215;orf19.5967;orf19.1642;orf19.6399;orf19.7601;orf19.275;orf19.4173;orf19.2386;orf19.7552;orf19.6652;orf19.4835;orf19.3161;orf19.1589;orf19.7516;orf19.5678;orf19.4479;orf19.3220;orf19.5930;orf19.6444;orf19.3306;orf19.1281;orf19.5802;orf19.2842;orf19.5107;orf19.2830;orf19.1914;orf19.2112;orf19.1966;orf19.4268;orf19.5692;orf19.2717;orf19.2735;orf19.6133;orf19.5677;orf19.2787;orf19.2545;orf19.6722;orf19.2236;orf19.5675;orf19.1886;orf19.2042;orf19.1578;orf19.6014;orf19.5106;orf19.3970;orf19.2723;orf19.1199;orf19.600;orf19.3325.3;orf19.5736;orf19.663;orf19.6975;orf19.7401;orf19.1646;orf19.325;orf19.7489;orf19.5020;orf19.2081;orf19.1609;orf19.6146;orf19.6499;orf19.2090;orf19.3328;orf19.4937;orf19.7018;orf19.4670;orf19.3330;orf19.665;orf19.3831;orf19.3724;orf19.367;orf19.1029;orf19.6442;orf19.1923;orf19.3159;orf19.5959;orf19.4225;orf19.1901;orf19.1902;orf19.7254;orf19.7293;orf19.661;orf19.5507;orf19.7648	103
118	GO:0000448 cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	orf19.5776;orf19.6230;orf19.4681;orf19.721;orf19.4120;orf19.4490;orf19.667.1	7
120	GO:0000459 exonucleolytic trimming involved in rRNA processing	orf19.4078;orf19.81;orf19.4582;orf19.1304;orf19.5493;orf19.58;orf19.5039;orf19.6259;orf19.5229;orf19.5067;orf19.5232;orf19.1466;orf19.3304;orf19.168;orf19.6195;orf19.3867;orf19.1026;orf19.1335;orf19.4948	19
121	GO:0000460 maturation of 5.8S rRNA	orf19.5500;orf19.563;orf19.6230;orf19.3553;orf19.4962;orf19.5991;orf19.1815;orf19.1791;orf19.2667;orf19.124;orf19.3704;orf19.1687;orf19.4120;orf19.7397.1;orf19.7424;orf19.2778;orf19.3540;orf19.76	18
127	GO:0000466 maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	orf19.5500;orf19.563;orf19.6230;orf19.3553;orf19.4962;orf19.5991;orf19.1815;orf19.1791;orf19.2667;orf19.124;orf19.3704;orf19.1687;orf19.7424;orf19.2778;orf19.3540;orf19.76	16
128	GO:0000467 exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	orf19.4078;orf19.81;orf19.4582;orf19.1304;orf19.5493;orf19.58;orf19.5039;orf19.6259;orf19.5229;orf19.5067;orf19.1466;orf19.3304;orf19.168;orf19.6195;orf19.1026;orf19.1335;orf19.4948	17
136	GO:0000491 small nucleolar ribonucleoprotein complex assembly	orf19.6539;orf19.3272;orf19.3129;orf19.7646;orf19.2723;orf19.2260;orf19.259;orf19.494;orf19.6515;orf19.5206	10
137	GO:0000492 box C/D snoRNP assembly	orf19.6539;orf19.3272;orf19.3129;orf19.7646;orf19.2723;orf19.2260;orf19.259;orf19.6515	8
141	GO:0000706 meiotic DNA double-strand break processing	orf19.926;orf19.5335;orf19.4988;orf19.3856;orf19.1192	5
145	GO:0000710 meiotic mismatch repair	orf19.4616;orf19.5318;orf19.7257;orf19.3608;orf19.4945;orf19.2469;orf19.3093;orf19.1605;orf19.4162	9
146	GO:0000712 resolution of meiotic recombination intermediates	orf19.4206;orf19.2873;orf19.6010;orf19.4427;orf19.4914;orf19.3648	6
152	GO:0000722 telomere maintenance via recombination	orf19.2267;orf19.3787;orf19.3752;orf19.4208;orf19.927;orf19.4105;orf19.1648;orf19.6133;orf19.5335;orf19.3239;orf19.7083;orf19.5004;orf19.976;orf19.5485;orf19.3688;orf19.2907.1;orf19.4252;orf19.713;orf19.7195;orf19.2174;orf19.1734;orf19.2093;orf19.1283;orf19.2630;orf19.2029;orf19.1730	26
153	GO:0000723 telomere maintenance	orf19.7538;orf19.4045;orf19.1972;orf19.926;orf19.5627;orf19.2267;orf19.3787;orf19.5934;orf19.670;orf19.7076;orf19.5388;orf19.801;orf19.3752;orf19.4208;orf19.927;orf19.6915;orf19.2796;orf19.2383;orf19.7190;orf19.4105;orf19.5362;orf19.5089;orf19.427;orf19.1648;orf19.4622;orf19.6133;orf19.5335;orf19.3239;orf19.658;orf19.7101;orf19.7083;orf19.5004;orf19.1135;orf19.976;orf19.4988;orf19.5771;orf19.5485;orf19.3688;orf19.2907.1;orf19.4252;orf19.713;orf19.3457;orf19.3856;orf19.6285;orf19.1773;orf19.1542;orf19.3631;orf19.1192;orf19.666;orf19.2389;orf19.7195;orf19.2174;orf19.5580;orf19.5438;orf19.1734;orf19.245;orf19.7088;orf19.5943.1;orf19.2325;orf19.3964;orf19.2790;orf19.6009;orf19.2093;orf19.3255;orf19.1283;orf19.2630;orf19.6515;orf19.6072;orf19.5423;orf19.2029;orf19.1730	71
154	GO:0000724 double-strand break repair via homologous recombination	orf19.4206;orf19.4545;orf19.1988;orf19.2740;orf19.2326;orf19.3080;orf19.7491;orf19.2267;orf19.5318;orf19.3761;orf19.291;orf19.7494;orf19.5934;orf19.7468;orf19.2216;orf19.2837;orf19.7621;orf19.3752;orf19.7353;orf19.4208;orf19.1265;orf19.3965;orf19.3494;orf19.5487;orf19.6915;orf19.3407;orf19.2383;orf19.4105;orf19.7634;orf19.2739;orf19.6133;orf19.6568;orf19.5335;orf19.3239;orf19.7452;orf19.2919;orf19.7083;orf19.5004;orf19.1135;orf19.1934;orf19.976;orf19.5675;orf19.6851;orf19.972;orf19.1434;orf19.5485;orf19.3549;orf19.7604;orf19.7598;orf19.7232;orf19.3561;orf19.1391;orf19.2331;orf19.2964;orf19.2611;orf19.1192;orf19.4354;orf19.6936;orf19.2389;orf19.262;orf19.2465;orf19.4441;orf19.7195;orf19.2213;orf19.2174;orf19.202;orf19.4378;orf19.5871;orf19.57;orf19.1605;orf19.29;orf19.6910;orf19.5367;orf19.1901;orf19.2417;orf19.2093;orf19.7631;orf19.6247;orf19.4136;orf19.7065;orf19.2029	81
155	GO:0000725 recombinational repair	orf19.4206;orf19.4545;orf19.1988;orf19.2740;orf19.2326;orf19.3080;orf19.7491;orf19.2267;orf19.5318;orf19.3761;orf19.291;orf19.7494;orf19.5934;orf19.7468;orf19.2216;orf19.2837;orf19.7621;orf19.3752;orf19.7353;orf19.4208;orf19.1265;orf19.3965;orf19.3494;orf19.5487;orf19.6915;orf19.3407;orf19.2383;orf19.4105;orf19.7634;orf19.7402;orf19.1648;orf19.2739;orf19.6133;orf19.6568;orf19.5335;orf19.3239;orf19.7452;orf19.2919;orf19.7083;orf19.5004;orf19.1135;orf19.1934;orf19.976;orf19.5675;orf19.6851;orf19.972;orf19.1434;orf19.5485;orf19.3549;orf19.2956;orf19.7604;orf19.1871;orf19.7598;orf19.7232;orf19.3561;orf19.1391;orf19.5970;orf19.2331;orf19.2964;orf19.2611;orf19.1192;orf19.4354;orf19.6936;orf19.2389;orf19.262;orf19.2465;orf19.4441;orf19.7195;orf19.2213;orf19.2174;orf19.202;orf19.4378;orf19.5871;orf19.245;orf19.57;orf19.1605;orf19.29;orf19.6910;orf19.5367;orf19.1901;orf19.2417;orf19.2093;orf19.7631;orf19.6247;orf19.4136;orf19.7065;orf19.2029	87
156	GO:0000727 double-strand break repair via break-induced replication	orf19.4206;orf19.4545;orf19.1988;orf19.2740;orf19.3761;orf19.7494;orf19.5934;orf19.7468;orf19.2216;orf19.2837;orf19.7621;orf19.7353;orf19.4208;orf19.1265;orf19.3494;orf19.5487;orf19.6915;orf19.3407;orf19.4105;orf19.2739;orf19.6133;orf19.6568;orf19.3239;orf19.7452;orf19.2919;orf19.7083;orf19.1135;orf19.6851;orf19.1434;orf19.3549;orf19.7604;orf19.7232;orf19.3561;orf19.1391;orf19.2611;orf19.1192;orf19.4354;orf19.6936;orf19.2389;orf19.2465;orf19.4441;orf19.2213;orf19.202;orf19.57;orf19.1605;orf19.29;orf19.6910;orf19.1901;orf19.7631;orf19.6247;orf19.4136;orf19.7065;orf19.2029	53
157	GO:0000729 DNA double-strand break processing	orf19.926;orf19.6915;orf19.427;orf19.5335;orf19.4988;orf19.3856;orf19.6291;orf19.1192	8
158	GO:0000730 DNA recombinase assembly	orf19.5844;orf19.3752;orf19.4208;orf19.5069;orf19.2174	5
159	GO:0000731 DNA synthesis involved in DNA repair	orf19.5873;orf19.4616;orf19.7655;orf19.7389;orf19.291;orf19.3063;orf19.3407;orf19.7190;orf19.2088;orf19.5182;orf19.866;orf19.3960;orf19.7564;orf19.1406;orf19.2097;orf19.7195;orf19.2365;orf19.4412	18
161	GO:0000735 removal of nonhomologous ends	orf19.2740;orf19.5318;orf19.3608;orf19.2433;orf19.2469;orf19.3093	6
165	GO:0000741 karyogamy	orf19.3592;orf19.564;orf19.4015;orf19.3801;orf19.103;orf19.6296;orf19.306;orf19.2763;orf19.3736;orf19.4413;orf19.6170;orf19.676;orf19.2013;orf19.1317	14
166	GO:0000742 karyogamy involved in conjugation with cellular fusion	orf19.3592;orf19.564;orf19.4015;orf19.3801;orf19.103;orf19.6296;orf19.306;orf19.3736;orf19.4413;orf19.6170;orf19.676;orf19.2013;orf19.1317	13
167	GO:0000743 nuclear migration involved in conjugation with cellular fusion	orf19.564;orf19.4015;orf19.2763;orf19.6170;orf19.676	5
168	GO:0000747 conjugation with cellular fusion	orf19.7196;orf19.1779;orf19.138;orf19.6926;orf19.6906;orf19.3801;orf19.7572;orf19.4645;orf19.1760;orf19.807;orf19.1156;orf19.6452;orf19.3174;orf19.390;orf19.4615;orf19.6760;orf19.7124;orf19.469;orf19.4433	19
169	GO:0000749 response to pheromone triggering conjugation with cellular fusion	orf19.932;orf19.696;orf19.1084;orf19.399;orf19.1621;orf19.223;orf19.6778;orf19.2082;orf19.2680;orf19.6075;orf19.4481;orf19.6481	12
170	GO:0000750 pheromone-dependent signal transduction involved in conjugation with cellular fusion	orf19.4015;orf19.696;orf19.2886;orf19.6926;orf19.799;orf19.7239;orf19.5281;orf19.1513;orf19.1760;orf19.2127;orf19.2492;orf19.390;orf19.844;orf19.4785;orf19.2965;orf19.1636;orf19.469;orf19.4242;orf19.6551.1;orf19.4222;orf19.7105	21
172	GO:0000753 cell morphogenesis involved in conjugation with cellular fusion	orf19.4015;orf19.3183;orf19.138;orf19.799;orf19.4645;orf19.4072;orf19.1161;orf19.3774.1;orf19.4481	9
173	GO:0000754 adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	orf19.4015;orf19.4471;orf19.6028;orf19.3371;orf19.4866;orf19.3945;orf19.4009;orf19.3978;orf19.3697;orf19.4222;orf19.7321;orf19.6033	12
174	GO:0000755 cytogamy	orf19.696;orf19.7079;orf19.138;orf19.3801;orf19.1156;orf19.6092;orf19.2492;orf19.7489;orf19.7342;orf19.2614;orf19.5076	11
178	GO:0000819 sister chromatid segregation	orf19.6670;orf19.3080;orf19.6034;orf19.4367;orf19.7353;orf19.1367;orf19.1622;orf19.712;orf19.6537;orf19.964;orf19.3474;orf19.6163;orf19.5569;orf19.5335;orf19.2876;orf19.6851;orf19.955;orf19.5999;orf19.1429;orf19.3356;orf19.3623;orf19.7308;orf19.1040;orf19.1251;orf19.3550;orf19.3231;orf19.2099;orf19.5367;orf19.3459;orf19.1883	30
181	GO:0000902 cell morphogenesis	orf19.4015;orf19.3298;orf19.3010.1;orf19.3183;orf19.1693;orf19.3166;orf19.138;orf19.3212;orf19.799;orf19.2277;orf19.4645;orf19.505;orf19.4072;orf19.886;orf19.4772;orf19.3249;orf19.6771;orf19.5376;orf19.1161;orf19.3174;orf19.7354;orf19.5015;orf19.3774.1;orf19.390;orf19.7001;orf19.5389;orf19.5871;orf19.4603;orf19.3926;orf19.4867;orf19.4597;orf19.367;orf19.4909;orf19.4892;orf19.4481;orf19.610	36
183	GO:0000909 sporocarp development involved in sexual reproduction	orf19.4015;orf19.2886;orf19.3166;orf19.1170;orf19.799;orf19.657;orf19.2546;orf19.6109;orf19.4718;orf19.7446;orf19.2492;orf19.1716;orf19.844;orf19.1636;orf19.469;orf19.6846	16
184	GO:0000910 cytokinesis	orf19.3013;orf19.3873;orf19.5691;orf19.6242;orf19.5528;orf19.3680;orf19.4611;orf19.5376;orf19.7377;orf19.548;orf19.4927;orf19.969;orf19.17;orf19.2622;orf19.2642;orf19.5015;orf19.663;orf19.1055;orf19.5664;orf19.2832;orf19.1223;orf19.2193;orf19.3001;orf19.6414.3;orf19.3545;orf19.6294	26
185	GO:0000912 assembly of actomyosin apparatus involved in cytokinesis	orf19.6536;orf19.3013;orf19.953.1;orf19.3235;orf19.5691;orf19.3680;orf19.4927;orf19.7537;orf19.5007;orf19.7124;orf19.5664;orf19.2416.1;orf19.4597;orf19.6414.3;orf19.1220;orf19.6294;orf19.5076	17
186	GO:0000915 actomyosin contractile ring assembly	orf19.6536;orf19.3013;orf19.953.1;orf19.3235;orf19.5691;orf19.3680;orf19.4927;orf19.7537;orf19.5007;orf19.7124;orf19.5664;orf19.2416.1;orf19.4597;orf19.6414.3;orf19.1220;orf19.6294;orf19.5076	17
187	GO:0000916 actomyosin contractile ring contraction	orf19.3235;orf19.6240;orf19.5007;orf19.4597;orf19.6414.3;orf19.6294	6
188	GO:0000917 division septum assembly	orf19.5691;orf19.5658;orf19.6240;orf19.3680;orf19.4457;orf19.7489;orf19.2443;orf19.210	8
189	GO:0000920 septum digestion after cytokinesis	orf19.3276;orf19.796;orf19.6798;orf19.3642;orf19.3013;orf19.5381;orf19.7079;orf19.1693;orf19.191;orf19.4192;orf19.4448;orf19.1426;orf19.4645;orf19.3629;orf19.4166;orf19.7523;orf19.3066;orf19.4318;orf19.5118;orf19.1597;orf19.6044;orf19.7377;orf19.4927;orf19.5657;orf19.7298;orf19.5999;orf19.3441;orf19.1429;orf19.7537;orf19.1254;orf19.4215;orf19.390;orf19.7586;orf19.6046;orf19.3330;orf19.3230;orf19.4909;orf19.952;orf19.1133;orf19.3203;orf19.7363;orf19.6294	42
190	GO:0000921 septin ring assembly	orf19.3013;orf19.5691;orf19.1185;orf19.4427;orf19.2229;orf19.5528;orf19.7450;orf19.3680;orf19.5376;orf19.548;orf19.698;orf19.663;orf19.1055	13
191	GO:0000947 amino acid catabolic process to alcohol via Ehrlich pathway	orf19.7600;orf19.1847;orf19.2098;orf19.1237;orf19.5113;orf19.2877	6
195	GO:0000955 amino acid catabolic process via Ehrlich pathway	orf19.7600;orf19.1847;orf19.2098;orf19.1237;orf19.5113;orf19.2877	6
196	GO:0000956 nuclear-transcribed mRNA catabolic process	orf19.4010;orf19.4045;orf19.4168;orf19.639;orf19.145;orf19.5277;orf19.4078;orf19.1378;orf19.5567;orf19.5381;orf19.1084;orf19.2404;orf19.6230;orf19.7076;orf19.864;orf19.2012;orf19.4681;orf19.4582;orf19.7034;orf19.6373;orf19.275;orf19.5734;orf19.1304;orf19.5068;orf19.6901;orf19.5550;orf19.6197;orf19.5227;orf19.5107;orf19.3792;orf19.58;orf19.794;orf19.4962;orf19.1525;orf19.6259;orf19.5229;orf19.6425;orf19.1932;orf19.327;orf19.5067;orf19.1795;orf19.7198;orf19.4848;orf19.939;orf19.3796;orf19.387;orf19.168;orf19.2639.1;orf19.4969;orf19.7657;orf19.2973;orf19.7144;orf19.429;orf19.2419;orf19.5334;orf19.3347;orf19.5101;orf19.1802;orf19.7290;orf19.3197;orf19.171;orf19.4764;orf19.1439;orf19.7626;orf19.5530;orf19.581;orf19.1026;orf19.423;orf19.1029;orf19.1335;orf19.4262;orf19.4243;orf19.4844;orf19.7368;orf19.6075;orf19.7059;orf19.5764	77
198	GO:0000959 mitochondrial RNA metabolic process	orf19.4160;orf19.5704;orf19.1305;orf19.1528;orf19.437;orf19.4519;orf19.109;orf19.1201;orf19.48;orf19.7081;orf19.7245;orf19.4299;orf19.6698;orf19.2984;orf19.2039;orf19.6533;orf19.6041;orf19.3624;orf19.5425;orf19.2042;orf19.5050;orf19.4739;orf19.2309;orf19.1794;orf19.4478	25
201	GO:0000963 mitochondrial RNA processing	orf19.4160;orf19.5704;orf19.1305;orf19.4519;orf19.48;orf19.7081;orf19.7245;orf19.5425;orf19.2042;orf19.5050;orf19.4739;orf19.2309;orf19.1794	13
206	GO:0000972 transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	orf19.3080;orf19.6795;orf19.3552;orf19.5930;orf19.4627;orf19.58;orf19.1298;orf19.5710;orf19.6665;orf19.5067;orf19.2901;orf19.1095;orf19.748;orf19.6203;orf19.5276;orf19.1555	16
207	GO:0000973 post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery	orf19.6795;orf19.3552;orf19.5930;orf19.4627;orf19.58;orf19.1298;orf19.6665;orf19.5067;orf19.2901;orf19.1095;orf19.748;orf19.5276;orf19.1555	13
209	GO:0001079 nitrogen catabolite regulation of transcription from RNA polymerase II promoter	orf19.7570;orf19.2745;orf19.3912;orf19.3252;orf19.1275;orf19.1358	6
210	GO:0001080 nitrogen catabolite activation of transcription from RNA polymerase II promoter	orf19.7570;orf19.3912;orf19.3252;orf19.1275;orf19.1358	5
212	GO:0001100 negative regulation of exit from mitosis	orf19.5166;orf19.2641;orf19.1185;orf19.5011;orf19.6080;orf19.6092;orf19.5827;orf19.3561;orf19.1468;orf19.1507;orf19.20;orf19.3001;orf19.676;orf19.940	14
213	GO:0001101 response to acid chemical	orf19.418;orf19.968;orf19.814;orf19.6640;orf19.6214;orf19.4535;orf19.6422;orf19.3142;orf19.6440;orf19.518;orf19.7479	11
216	GO:0001112 DNA-templated transcription open complex formation	orf19.3059;orf19.6649;orf19.2857;orf19.2528;orf19.3421.1;orf19.4091;orf19.4851	7
217	GO:0001113 transcription open complex formation at RNA polymerase II promoter	orf19.3059;orf19.2857;orf19.3421.1;orf19.4091;orf19.4851	5
218	GO:0001120 protein-DNA complex remodeling	orf19.3059;orf19.6649;orf19.2857;orf19.2528;orf19.3421.1;orf19.4091;orf19.4851	7
219	GO:0001173 DNA-templated transcriptional start site selection	orf19.2402;orf19.3059;orf19.4585;orf19.6645;orf19.2111	5
220	GO:0001174 transcriptional start site selection at RNA polymerase II promoter	orf19.2402;orf19.3059;orf19.4585;orf19.6645;orf19.2111	5
226	GO:0001402 signal transduction involved in filamentous growth	orf19.5672;orf19.6010;orf19.5148;orf19.1490;orf19.1944;orf19.921;orf19.4772;orf19.1621;orf19.4866;orf19.844;orf19.6928;orf19.1636;orf19.469;orf19.4242;orf19.3014;orf19.5506	16
227	GO:0001403 invasive growth in response to glucose limitation	orf19.3672;orf19.5672;orf19.3228;orf19.5908;orf19.2886;orf19.4084;orf19.6365;orf19.5429;orf19.6906;orf19.4192;orf19.4800;orf19.799;orf19.2746;orf19.2277;orf19.3629;orf19.6494;orf19.4577;orf19.7622;orf19.1944;orf19.2324;orf19.1621;orf19.2127;orf19.4953;orf19.4399;orf19.4308;orf19.390;orf19.4615;orf19.844;orf19.6091;orf19.7381;orf19.469;orf19.4242;orf19.4433;orf19.2299;orf19.3176;orf19.1317;orf19.1936	37
230	GO:0001410 chlamydospore formation	orf19.7247;orf19.829;orf19.4519;orf19.5691;orf19.554;orf19.7150;orf19.548;orf19.3818;orf19.4890;orf19.7401;orf19.6760;orf19.3995;orf19.895;orf19.5117;orf19.4242;orf19.3014;orf19.5662;orf19.4403;orf19.610	19
231	GO:0001510 RNA methylation	orf19.1305;orf19.3466;orf19.7460;orf19.4044;orf19.3303;orf19.6751;orf19.2408;orf19.2604;orf19.1900;orf19.25;orf19.7369;orf19.3265;orf19.6378;orf19.7601;orf19.2575;orf19.6847;orf19.7366;orf19.3798;orf19.1966;orf19.3676;orf19.500;orf19.5987;orf19.6477;orf19.2143;orf19.501;orf19.5050;orf19.3630;orf19.518;orf19.1476;orf19.3585;orf19.5365;orf19.7291;orf19.5038;orf19.3138;orf19.5010;orf19.665;orf19.76	37
233	GO:0001522 pseudouridine synthesis	orf19.2788;orf19.1753;orf19.526;orf19.3477;orf19.3114;orf19.1164;orf19.1954;orf19.3177;orf19.1833;orf19.596.1;orf19.494;orf19.6297	12
234	GO:0001558 regulation of cell growth	orf19.1666;orf19.4044;orf19.5908;orf19.4432;orf19.5221;orf19.418;orf19.6010;orf19.7510;orf19.3862;orf19.4084;orf19.3505;orf19.1187;orf19.2489;orf19.2324;orf19.980;orf19.3749;orf19.2146;orf19.5343;orf19.7150;orf19.6705;orf19.215;orf19.7068;orf19.5917;orf19.5657;orf19.4308;orf19.663;orf19.1773;orf19.390;orf19.6645;orf19.4884;orf19.1476;orf19.7025;orf19.761;orf19.5389;orf19.5871;orf19.677;orf19.2722;orf19.469;orf19.2215;orf19.4997;orf19.4242;orf19.4433;orf19.3840;orf19.779;orf19.728;orf19.1936;orf19.610	47
238	GO:0001676 long-chain fatty acid metabolic process	orf19.272;orf19.5949;orf19.979;orf19.1652;orf19.1499;orf19.7592;orf19.7466	7
240	GO:0001678 cellular glucose homeostasis	orf19.6926;orf19.1944;orf19.1760;orf19.2154;orf19.1621;orf19.542;orf19.734;orf19.6116	8
243	GO:0001731 formation of translation preinitiation complex	orf19.3792;orf19.3170;orf19.7161;orf19.4164;orf19.2920;orf19.1280;orf19.2422;orf19.6766;orf19.3423;orf19.4223;orf19.5351;orf19.6213	12
251	GO:0001932 regulation of protein phosphorylation	orf19.5166;orf19.3256;orf19.7186;orf19.3013;orf19.2848;orf19.2983;orf19.418;orf19.5691;orf19.2649;orf19.7047;orf19.1041;orf19.2992;orf19.6225;orf19.778;orf19.3715;orf19.4681;orf19.191;orf19.6906;orf19.5528;orf19.264;orf19.2538;orf19.1042;orf19.3071;orf19.5755;orf19.1746;orf19.6028;orf19.7067;orf19.1960;orf19.6044;orf19.3149;orf19.6930;orf19.4614;orf19.403;orf19.4542;orf19.5376;orf19.5224;orf19.2127;orf19.1434;orf19.1446;orf19.4012;orf19.223;orf19.5031;orf19.2014;orf19.5960;orf19.5242;orf19.5827;orf19.3273;orf19.793;orf19.6968;orf19.6146;orf19.328;orf19.245;orf19.5196;orf19.3613;orf19.4867;orf19.895;orf19.567;orf19.4390;orf19.5928;orf19.3207;orf19.2982	61
252	GO:0001933 negative regulation of protein phosphorylation	orf19.3256;orf19.778;orf19.4681;orf19.3149;orf19.6930;orf19.223;orf19.2014;orf19.5960;orf19.3273;orf19.6968;orf19.4390	11
253	GO:0001934 positive regulation of protein phosphorylation	orf19.5166;orf19.3013;orf19.2848;orf19.2983;orf19.418;orf19.5691;orf19.7047;orf19.1041;orf19.2992;orf19.191;orf19.6906;orf19.5528;orf19.1042;orf19.1746;orf19.7067;orf19.6044;orf19.4614;orf19.4542;orf19.5376;orf19.5224;orf19.2127;orf19.1434;orf19.1446;orf19.5031;orf19.5242;orf19.5827;orf19.328;orf19.245;orf19.3613;orf19.895;orf19.567;orf19.5928;orf19.2982	33
